,id,archetype,[job tag] IT,[job tag] IoT,[job tag] advertising/branding,[job tag] argriculture,[job tag] arts,[job tag] banking,[job tag] coaching,[job tag] consultancy,[job tag] design,[job tag] e-commerce,[job tag] education,[job tag] engineering,[job tag] finance,[job tag] futures,[job tag] hazardous waste,[job tag] health and sport,[job tag] healthcare,[job tag] innovation,[job tag] legal,[job tag] logistics,[job tag] manufacturing,[job tag] music,[job tag] property,[job tag] public service,[job tag] research,[job tag] social service,[job tag] student,[job tag] sustainability,[job tag] tech,[job tag] telecommunication,[job tag] transport,[job tag] travel
125,621ed8ee55e1460f833ec261,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,621e05b713204348a4034ffd,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,621ecaf7bb11aa5b321a837b,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,621e0738a4b99c02db07393e,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,621e4089dd1dc1303705025d,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
130,621ea911566e066e9b4be4d6,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,622008e5436c073f4b358c08,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,621dc8772f5edc45f8252a68,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,62217153b3309273de44dc59,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134,621e04eb4bfec76537476c40,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,6241892a313b91718b6e8569,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
136,6242fdd5f688c34ea219ef28,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
137,621f841794a00119fe003b80,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
